row_num,review_id,id,contract,clause_type,clause_text,category,disagreement_type,disagreement_direction,label_gap,clause_risk_profile,typical_risk_for_type,qwen_label,gemini_label,copilot_label,qwen_confidence,gemini_confidence,qwen_reason,gemini_reason,final_label,reviewer,notes
5041,MR-014,KALLOINC_11_03_2011-EX-10.1-STRATEGIC ALLIANCE AGREEMENT__Anti-Assignment,KALLOINC_11_03_2011-EX-10.1-STRATEGIC ALLIANCE AGREEMENT,Anti-Assignment,This Agreement is not assignable by Agent without prior written consent by Kallo.,MANUAL_REVIEW,LOW↔HIGH,Qwen↑,2,typically MEDIUM — asymmetry determines risk,MEDIUM (52%),HIGH,LOW,,0.95,1,"The clause imposes a unilateral restriction on the signing party (Agent) requiring specific written consent from the drafter (Kallo) for assignment, while granting no reciprocal right to Kallo. This creates a significant risk by giving the drafter absolute discretion to block any transfer of the contract, potentially trapping the signing party in the agreement or preventing necessary corporate restructuring or asset sales.","From the perspective of Kallo (the counterparty to the Agent), this clause is favorable as it restricts the Agent's ability to assign the agreement without Kallo's explicit consent, giving Kallo control over who they contract with.",LOW,Vishal,same as above. Gemini logic is correct
5042,MR-015,NEOMEDIATECHNOLOGIESINC_12_15_2005-EX-16.1-DISTRIBUTOR AGREEMENT__Anti-Assignment,NEOMEDIATECHNOLOGIESINC_12_15_2005-EX-16.1-DISTRIBUTOR AGREEMENT,Anti-Assignment,.,MANUAL_REVIEW,LOW↔HIGH,Gemini↑,2,typically MEDIUM — asymmetry determines risk,MEDIUM (52%),LOW,HIGH,Medium,0.9,0.5,"The clause text is empty, preventing assessment of assignment restrictions; absence of text implies no restriction exists, which is favorable to the signing party.","The clause text is empty, providing no information about assignment rights. This creates significant uncertainty and potential for the drafting party to assert broad restrictions or obligations not explicitly agreed upon, placing the signing party at high risk.",,Vishal,Not applicable should be removed
5043,MR-016,NEONSYSTEMSINC_03_01_1999-EX-10.5-DISTRIBUTOR AGREEMENT_Amendment__Anti-Assignment,NEONSYSTEMSINC_03_01_1999-EX-10.5-DISTRIBUTOR AGREEMENT_Amendment,Anti-Assignment,"Any sale,           transfer or other conveyance of all or any part of the stock in, or           assets of, Licensor in violation of this Section shall be null and           void.",MANUAL_REVIEW,LOW↔HIGH,Qwen↑,2,typically MEDIUM — asymmetry determines risk,MEDIUM (52%),HIGH,LOW,Medium,0.85,0.9,"The clause imposes a severe penalty of nullity on the Licensor's corporate restructuring or asset sales without explicitly stating the consent requirements or exceptions, creating significant uncertainty and potential for unintended invalidation of the Licensor's transactions.","This clause specifies that certain actions by the Licensor (the drafting party's counterparty) would be null and void if they violate the section. From the perspective of the signing party (the licensee), this provision does not impose restrictions on their own assignment rights but rather on the Licensor. This is favorable to the signing party as it potentially protects them from an unwanted change in the Licensor's ownership or assets if such changes are restricted elsewhere in the contract.",LOW,Vishal,Agree to Gemini reasoning
5044,MR-017,"NOVOINTEGRATEDSCIENCES,INC_12_23_2019-EX-10.1-JOINT VENTURE AGREEMENT__Anti-Assignment","NOVOINTEGRATEDSCIENCES,INC_12_23_2019-EX-10.1-JOINT VENTURE AGREEMENT",Anti-Assignment,"During the term of this agreement HGF shall have the right, upon written approval of NVOS, to assign, transfer or sell all or part of their interest in this agreement.",MANUAL_REVIEW,LOW↔HIGH,Qwen↑,2,typically MEDIUM — asymmetry determines risk,MEDIUM (52%),HIGH,LOW,Medium,0.95,1,"The clause grants the drafter (HGF) an explicit unilateral right to assign the contract, while the signing party (NVOS) is left with no corresponding right to assign their own obligations or benefits. Furthermore, the requirement for NVOS's written approval creates a bottleneck where the drafter can transfer the contract to an unknown third party without NVOS's ability to refuse, potentially binding NVOS to a less capable or undesirable counterparty.","This clause grants the counterparty (HGF) the right to assign with the signing party's (NVOS) written approval. From the perspective of the signing party (NVOS), this is favorable as it gives them control over who the contract might be assigned to, preventing an undesirable third party from becoming their counterparty. This is a protective measure for the signing party.",LOW,Vishal,Agree to Gemini reasoning
5045,MR-018,SPORTHALEYINC_09_29_1997-EX-10.2-10-ENDORSEMENT AGREEMENT__Anti-Assignment,SPORTHALEYINC_09_29_1997-EX-10.2-10-ENDORSEMENT AGREEMENT,Anti-Assignment,This Agreement may not be assigned by the           Professional under any circumstances.,MANUAL_REVIEW,LOW↔HIGH,Qwen↑,2,typically MEDIUM — asymmetry determines risk,MEDIUM (52%),HIGH,LOW,Medium,0.95,0.9,"The clause imposes a total, unilateral prohibition on assignment by the Professional with no exceptions for corporate restructuring, mergers, or insolvency, creating significant risk for the signing party if the Professional is acquired or undergoes a change in control.","This clause restricts the Professional (the counterparty to the drafter) from assigning the agreement, which is favorable to the signing party (the customer/drafter) as it ensures continuity of service from the specific Professional. From the perspective of the signing party, this is a low risk.",LOW,Vishal,Agree to Gemini reasoning
5084,MR-057,RevolutionMedicinesInc_20200117_S-1_EX-10.1_11948417_EX-10.1_Development Agreement__Change Of Control,RevolutionMedicinesInc_20200117_S-1_EX-10.1_11948417_EX-10.1_Development Agreement,Change Of Control,RevMed shall pay Sanofi such royalties until the earlier of (x) expiration of the Post-Termination Royalty Term therefor and (y) a Change of Control of Sanofi.,MANUAL_REVIEW,LOW↔HIGH,Qwen↑,2,typically MEDIUM — termination rights matter,HIGH (45%),HIGH,LOW,High,0.95,1,"The clause grants the drafter (Sanofi) an unilateral right to terminate the royalty payment obligation simply by undergoing a change of control, which is a common corporate event. This exposes the signing party (RevMed) to the loss of future revenue streams without cause or notice, effectively allowing the counterparty to escape financial obligations at will upon a standard corporate transaction.","From the perspective of RevMed (the signing party and counterparty to Sanofi), the clause states that royalty payments to Sanofi will cease upon a Change of Control of Sanofi. This is favorable to RevMed as it limits their royalty obligations in the event Sanofi undergoes a change of ownership, potentially reducing long-term costs.",LOW,Vishal,Agree to Gemini reasoning
5085,MR-058,"VAPOTHERM, INC. - Manufacturing and Supply Agreement__Change Of Control","VAPOTHERM, INC. - Manufacturing and Supply Agreement",Change Of Control,"Notwithstanding anything to the contrary in this Agreement, Medica shall neither enter into an agreement to nor shall consummate (a) any Change of Control or (b) any sale of all or substantially all of its assets relating to the manufacture of the Cartridges unless (a) it provides Vapotherm written notice of any such proposed transaction, which notice shall include the specific terms and conditions of the proposed transaction, including the identify of the proposed acquirer, (b) Medica offers to enter into such transaction with Vapotherm on substantially the same terms and conditions, and (c) with [* * *] days of such notice, Vapotherm declines to accept such offer.",MANUAL_REVIEW,LOW↔HIGH,Qwen↑,2,typically MEDIUM — termination rights matter,HIGH (45%),HIGH,LOW,High,0.95,1,"The clause imposes a strict prohibition on Medica (the signing party) executing a Change of Control or asset sale without first offering the deal to Vapotherm on the exact same terms. This creates a significant operational constraint and potential loss of strategic exit opportunities, as Medica cannot proceed with a third-party transaction unless Vapotherm explicitly declines, effectively giving Vapotherm a veto power over Medica's fundamental corporate transactions.","This clause grants Vapotherm a right of first refusal (ROFR) on a Change of Control or sale of substantially all assets related to cartridge manufacturing. From Vapotherm's perspective (the signing party in this scenario, as the beneficiary of the ROFR), this is a favorable protection, allowing them to match any third-party offer and potentially acquire critical assets or control. This is a beneficial right for the signing party.",MEDIUM,Vishal,Looks Ambigous to me.
5127,MR-100,"ARMSTRONGFLOORING,INC_01_07_2019-EX-10.2-INTELLECTUAL PROPERTY AGREEMENT__Irrevocable Or Perpetual License","ARMSTRONGFLOORING,INC_01_07_2019-EX-10.2-INTELLECTUAL PROPERTY AGREEMENT",Irrevocable Or Perpetual License,"Unless earlier terminated pursuant to the provisions hereof, the term of this Agreement and the licenses and other grants of rights (and related obligations) under this Agreement shall (i) with respect to the Arizona Licensed Trademarks, be for the Arizona Trademark License Term, (ii) with respect to the Diamond Licensed Trademarks, be for the Diamond Trademark License Term, (iii) with respect to the Phase- Out Marks, be for the term set forth in Section 6.6, and (iv) with respect to Copyrights, Know-How and Patents, be in perpetuity.",MANUAL_REVIEW,LOW↔HIGH,Qwen↑,2,context-dependent — direction of grant matters,HIGH (40%),HIGH,LOW,High,0.95,1,"The clause grants a perpetual license for Copyrights, Know-How, and Patents that cannot be terminated even if the agreement ends, creating a permanent, one-sided loss of control over intellectual property assets for the signing party.","From the perspective of the party signing the contract (the licensee), a perpetual license for Copyrights, Know-How, and Patents is highly favorable as it grants long-term, unrestricted use of valuable intellectual property, reducing future licensing costs and uncertainties.",MEDIUM,Vishal,Both reasons looks equally convincing
5128,MR-101,AgapeAtpCorp_20191202_10-KA_EX-10.1_11911128_EX-10.1_Supply Agreement__Irrevocable Or Perpetual License,AgapeAtpCorp_20191202_10-KA_EX-10.1_11911128_EX-10.1_Supply Agreement,Irrevocable Or Perpetual License,The Manufacturer grants exclusive rights to the Customer for the term of ten (10) years from the date of the signing of this agreement and for an indefinite period upon the customer fulfilling the minimum annual purchase requirement as listed in Schedule B. of this agreement.,MANUAL_REVIEW,LOW↔HIGH,Qwen↑,2,context-dependent — direction of grant matters,HIGH (40%),HIGH,LOW,High,0.9,0.9,"The clause creates an indefinite exclusivity commitment that persists forever as long as the customer meets purchase targets, removing any natural termination point for the exclusivity obligation and potentially locking the customer into a long-term dependency without a defined end date.","The clause grants exclusive rights to the Customer, which is the signing party. This is highly favorable as it protects the Customer's market position for the specified term and potentially indefinitely, provided minimum purchase requirements are met.",MEDIUM,Vishal,Both reasons looks equally convincing
5129,MR-102,AimmuneTherapeuticsInc_20200205_8-K_EX-10.3_11967170_EX-10.3_Development Agreement__Irrevocable Or Perpetual License,AimmuneTherapeuticsInc_20200205_8-K_EX-10.3_11967170_EX-10.3_Development Agreement,Irrevocable Or Perpetual License,"Aimmune hereby grants to Xencor an exclusive license under and with respect to Aimmune Patents, and a non-exclusive license under and with respect to Aimmune Know-How, in each case, where such license is an irrevocable, perpetual, royalty-bearing license, with the right to sublicense, to Develop, Manufacture and Commercialize the Product(s), as the Product(s) exist as of the effective date of such termination, or optimized versions thereof that are Products.",MANUAL_REVIEW,LOW↔HIGH,Qwen↑,2,context-dependent — direction of grant matters,HIGH (40%),HIGH,LOW,High,1,1,"The signing party (Xencor) is locked into a permanent, non-terminable obligation to pay royalties for the use of Aimmune's patents and know-how, regardless of future commercial success or changes in market conditions, creating significant long-term financial exposure without an exit mechanism.","From the perspective of Xencor (the licensee), an irrevocable and perpetual license is highly favorable, providing long-term security and the ability to fully exploit the licensed IP without fear of termination or expiration. The right to sublicense further enhances its value and flexibility.",MEDIUM,Vishal,Both reasons looks equally convincing
5130,MR-103,ArmstrongFlooringInc_20190107_8-K_EX-10.2_11471795_EX-10.2_Intellectual Property Agreement__Irrevocable Or Perpetual License,ArmstrongFlooringInc_20190107_8-K_EX-10.2_11471795_EX-10.2_Intellectual Property Agreement,Irrevocable Or Perpetual License,"Unless earlier terminated pursuant to the provisions hereof, the term of this Agreement and the licenses and other grants of rights (and related obligations) under this Agreement shall (i) with respect to the Arizona Licensed Trademarks, be for the Arizona Trademark License Term, (ii) with respect to the Diamond Licensed Trademarks, be for the Diamond Trademark License Term, (iii) with respect to the Phase- Out Marks, be for the term set forth in Section 6.6, and (iv) with respect to Copyrights, Know-How and Patents, be in perpetuity.",MANUAL_REVIEW,LOW↔HIGH,Qwen↑,2,context-dependent — direction of grant matters,HIGH (40%),HIGH,LOW,High,0.95,1,"The clause grants a perpetual license for Copyrights, Know-How, and Patents that cannot be terminated even if the agreement ends, creating a permanent, one-sided loss of control over intellectual property assets for the signing party.","From the perspective of the party signing the contract (the licensee), a perpetual license for Copyrights, Know-How, and Patents is highly favorable as it grants long-term, unrestricted use of valuable intellectual property, reducing future licensing costs and uncertainties.",MEDIUM,Vishal,Both reasons looks equally convincing
5131,MR-104,"Array BioPharma Inc. - LICENSE, DEVELOPMENT AND COMMERCIALIZATION AGREEMENT__Irrevocable Or Perpetual License","Array BioPharma Inc. - LICENSE, DEVELOPMENT AND COMMERCIALIZATION AGREEMENT",Irrevocable Or Perpetual License,"Upon expiration of this Agreement, the licenses granted to Ono under Section 2.1 shall become non-exclusive, fully paid- up, irrevocable, perpetual, royalty free licenses, with sublicensing rights, to Develop, Manufacture, and/or Commercialize the Products in the Ono Territory.",MANUAL_REVIEW,LOW↔HIGH,Qwen↑,2,context-dependent — direction of grant matters,HIGH (40%),HIGH,LOW,High,1,1,"The clause grants the signing party (Ono) permanent, irrevocable, and royalty-free rights to commercialize the products indefinitely after the agreement expires. This permanently strips the drafter of future revenue streams and control over their intellectual property, creating a disproportionate benefit for the signing party that is typically unfavorable to the drafter.","This clause is highly favorable to the signing party (Ono) as it grants perpetual, irrevocable, royalty-free, and sublicensable rights upon expiration of the agreement, ensuring continued use and commercialization of the products without further cost or restriction. This significantly reduces future risk and cost for Ono.",LOW,Vishal,Agree to Gemini reasoning
5132,MR-105,AtnInternationalInc_20191108_10-Q_EX-10.1_11878541_EX-10.1_Maintenance Agreement__Irrevocable Or Perpetual License,AtnInternationalInc_20191108_10-Q_EX-10.1_11878541_EX-10.1_Maintenance Agreement,Irrevocable Or Perpetual License,"Vendor hereby grants and promises to grant and have granted to AT&T and its Affiliates a royalty-free, nonexclusive, sublicensable, assignable, transferable, irrevocable, perpetual, world- wide license in and to any applicable Intellectual Property Rights of Vendor to use, copy, modify, distribute, display, perform, import, make, sell, offer to sell, and exploit (and have others do any of the foregoing on or for AT&T's or any of its customers' behalf or benefit) any Intellectual Property Rights of Vendor or any third party that are not included in Material or Paid-For Development but necessary to operate the Cell Sites or receive the full benefit of the Work.",MANUAL_REVIEW,LOW↔HIGH,Qwen↑,2,context-dependent — direction of grant matters,HIGH (40%),HIGH,LOW,High,0,1,"The clause grants the counterparty (AT&T) an extremely broad, perpetual, and irrevocable license to use, modify, and exploit the Vendor's intellectual property, including third-party IP, without compensation. This effectively transfers ownership-like rights to the counterparty and its customers, stripping the Vendor of control over their IP and creating significant long-term exposure.","This clause grants a broad, perpetual, worldwide, royalty-free, and sublicensable license to AT&T (the signing party) for intellectual property necessary to operate cell sites or receive the full benefit of the work. This is highly favorable to the signing party, providing extensive rights and flexibility without ongoing cost.",LOW,Vishal,Agree to Gemini reasoning
5133,MR-106,CytodynInc_20200109_10-Q_EX-10.5_11941634_EX-10.5_License Agreement__Irrevocable Or Perpetual License,CytodynInc_20200109_10-Q_EX-10.5_11941634_EX-10.5_License Agreement,Irrevocable Or Perpetual License,"Following the expiration of the Royalty Term with respect to the Licensed Product, the licenses granted under Section 2.1 with respect to such Licensed Product in the Field and the Territory shall be non-exclusive, perpetual, irrevocable, fully-paid and royalty-free.",MANUAL_REVIEW,LOW↔HIGH,Qwen↑,2,context-dependent — direction of grant matters,HIGH (40%),HIGH,LOW,High,1,1,"The clause permanently strips the drafter of the ability to terminate the license or collect future royalties, creating a significant, one-sided loss of future revenue and control that is heavily favorable to the signing party at the drafter's expense.","This clause grants the signing party a perpetual, irrevocable, fully-paid, and royalty-free license after the royalty term expires. This is highly favorable to the signing party, ensuring continued use of the licensed product without further cost or risk of termination.",LOW,Vishal,Agree to Gemini reasoning
5134,MR-107,ENERGOUSCORP_03_16_2017-EX-10.24-STRATEGIC ALLIANCE AGREEMENT__Irrevocable Or Perpetual License,ENERGOUSCORP_03_16_2017-EX-10.24-STRATEGIC ALLIANCE AGREEMENT,Irrevocable Or Perpetual License,"Subject to the restrictions set out in Section 2.2, ENERGOUS hereby grants to DIALOG a non-exclusive (subject to Section 2.5), irrevocable, worldwide, sub-licensable (solely in accordance with Section 2.4), royalty-bearing license during the Term under all Product IP to:",MANUAL_REVIEW,LOW↔HIGH,Qwen↑,2,context-dependent — direction of grant matters,HIGH (40%),HIGH,LOW,High,0,0,"The grant is explicitly irrevocable and perpetual (implied by 'during the Term' combined with 'irrevocable' in a license context where termination rights are often limited), granting the signing party (DIALOG) a permanent, worldwide right to use all IP without the ability to revoke, while also being royalty-bearing which creates a continuous financial obligation that persists regardless of the license's utility or the term's duration.","The clause grants the signing party (DIALOG) an irrevocable and worldwide license, which is highly favorable as it provides long-term, broad rights to use the Product IP. The sub-licensable nature further enhances flexibility. While royalty-bearing, this is a common and manageable aspect of such licenses. The 'during the Term' limitation is standard and expected.",MEDIUM,Vishal,cant decide based on logic
