review_id,review_type,clause_type,contract,qwen_label,gemini_label,qwen_confidence,gemini_confidence,qwen_reason,gemini_reason,clause_text,final_label,notes
FLIP_017,HIGH_LOW_FLIP,Anti-Assignment,"NOVOINTEGRATEDSCIENCES,INC_12_23_2019-EX-10.1-JOINT VENTURE AGREEMENT",HIGH,LOW,0.95,1.0,"The clause grants the drafter (HGF) an explicit unilateral right to assign the contract, while the signing party (NVOS) is left with no corresponding right to assign their own obligations or benefits. Furthermore, the requirement for NVOS's written approval creates a bottleneck where the drafter can transfer the contract to an unknown third party without NVOS's ability to refuse, potentially binding NVOS to a less capable or undesirable counterparty.","This clause grants the counterparty (HGF) the right to assign with the signing party's (NVOS) written approval. From the perspective of the signing party (NVOS), this is favorable as it gives them control over who the contract might be assigned to, preventing an undesirable third party from becoming their counterparty. This is a protective measure for the signing party.","During the term of this agreement HGF shall have the right, upon written approval of NVOS, to assign, transfer or sell all or part of their interest in this agreement.",,
FLIP_008,HIGH_LOW_FLIP,Anti-Assignment,"BELLICUMPHARMACEUTICALS,INC_05_07_2019-EX-10.1-Supply Agreement",HIGH,LOW,0.95,0.9,"The clause imposes a unilateral restriction on the signing party (Bellicum) prohibiting core commercial activities like selling and marketing without the drafter's consent, rather than addressing the assignment of the contract itself. This creates significant operational risk by granting the drafter absolute discretion to block the signing party's ability to conduct business or transfer assets, which is disproportionate to a standard anti-assignment provision.","This clause is not an anti-assignment clause. It is a restriction on the sale, marketing, export, transfer, or re-export of Miltenyi Products by Bellicum. From Bellicum's perspective, this is a standard restriction on the use and distribution of a counterparty's products, requiring consent for specific actions. It does not restrict the assignment of the agreement itself.","Except as expressly provided in this Agreement, Bellicum specifically agrees not to, and agrees not to cause any Third Party to, sell, market, export, transfer, or re-export Miltenyi Products without Miltenyi's express prior written consent.",,
FLIP_010,HIGH_LOW_FLIP,Anti-Assignment,DeltathreeInc_19991102_S-1A_EX-10.19_6227850_EX-10.19_Co-Branding Agreement_ Service Agreement,HIGH,LOW,0.95,1.0,"The clause imposes a unilateral restriction on assignment that applies only to PrimeCall (the signing party), while granting DeltaThree (the drafter) sole discretion to withhold consent. This creates a significant risk by preventing the signing party from transferring the contract or its benefits to a third party without the drafter's approval, effectively locking the signing party into the relationship and limiting their operational flexibility.","The clause restricts assignment by PrimeCall, the counterparty, requiring DeltaThree's (the signing party's) consent. This is favorable to DeltaThree as it gives them control over who PrimeCall can assign the contract to, protecting DeltaThree's interests.","Except as provided in the preceding sentence, this Agreement may not be assigned by PrimeCall without the prior written consent of DeltaThree.",,
FLIP_013,HIGH_LOW_FLIP,Anti-Assignment,GarrettMotionInc_20181001_8-K_EX-2.4_11364532_EX-2.4_Intellectual Property Agreement,HIGH,LOW,0.9,0.9,"The clause defines a 'Change of Control' event broadly to include any acquisition or merger of the SpinCo Group (the signing party) by a third party, which likely triggers termination or adverse consequences for the signing party without their consent, creating significant uncertainty and potential loss of the contract upon a standard corporate transaction.","This clause describes events that constitute a change of control or asset transfer for the 'SpinCo Group' (the drafter's side), not the signing party. It does not impose any restrictions or requirements on the signing party regarding assignment, consent, or notice. Therefore, from the signing party's perspective, there is no direct risk related to anti-assignment.","in, or the assets of, any member of the SpinCo Group in a single transaction or a series of related transactions to one or more third parties, (y) any direct or indirect acquisition, consolidation or merger of any member of the SpinCo Group by, with or into any third party or (z) any spin-off, public offering or other corporate reorganization or single transaction or series of related transactions in which direct or indirect control of any member of the SpinCo Group is transferred to one or more third parties, including by transferring an excess of fifty percent (50%) of such member of the SpinCo Group's voting power, shares or equity, through a merger, consolidation, tender offer or similar transaction to one or more third parties",,
FLIP_014,HIGH_LOW_FLIP,Anti-Assignment,KALLOINC_11_03_2011-EX-10.1-STRATEGIC ALLIANCE AGREEMENT,HIGH,LOW,0.95,1.0,"The clause imposes a unilateral restriction on the signing party (Agent) requiring specific written consent from the drafter (Kallo) for assignment, while granting no reciprocal right to Kallo. This creates a significant risk by giving the drafter absolute discretion to block any transfer of the contract, potentially trapping the signing party in the agreement or preventing necessary corporate restructuring or asset sales.","From the perspective of Kallo (the counterparty to the Agent), this clause is favorable as it restricts the Agent's ability to assign the agreement without Kallo's explicit consent, giving Kallo control over who they contract with.",This Agreement is not assignable by Agent without prior written consent by Kallo.,,
FLIP_018,HIGH_LOW_FLIP,Anti-Assignment,SPORTHALEYINC_09_29_1997-EX-10.2-10-ENDORSEMENT AGREEMENT,HIGH,LOW,0.95,0.9,"The clause imposes a total, unilateral prohibition on assignment by the Professional with no exceptions for corporate restructuring, mergers, or insolvency, creating significant risk for the signing party if the Professional is acquired or undergoes a change in control.","This clause restricts the Professional (the counterparty to the drafter) from assigning the agreement, which is favorable to the signing party (the customer/drafter) as it ensures continuity of service from the specific Professional. From the perspective of the signing party, this is a low risk.",This Agreement may not be assigned by the           Professional under any circumstances.,,
FLIP_005,HIGH_LOW_FLIP,Anti-Assignment,"ADUROBIOTECH,INC_06_02_2020-EX-10.7-CONSULTING AGREEMENT(1)",HIGH,LOW,0.95,1.0,"The clause imposes a unilateral restriction on the Consultant (the drafter) while remaining silent on the signing party's (Customer's) right to assign. This creates a significant imbalance, preventing the Customer from transferring the contract to a successor or affiliate without explicit negotiation, while the Consultant retains full control over their own assignment rights.","From the perspective of the counterparty (the party signing the contract, not the Consultant), this clause restricts only the Consultant's ability to assign the agreement. This is favorable to the signing party as it ensures the Consultant remains the service provider and cannot transfer their obligations without the signing party's implicit agreement (as the signing party is not restricted from assigning).",This Agreement shall not be assignable by Consultant.,,
FLIP_009,HIGH_LOW_FLIP,Anti-Assignment,BUFFALOWILDWINGSINC_06_05_1998-EX-10.3-FRANCHISE AGREEMENT,LOW,HIGH,0.95,0.9,"This is a standard anti-assignment clause that restricts the signing party (the guarantor) from transferring their obligations, which is typical for personal guaranties to ensure the guarantor remains liable. It does not restrict the signing party's ability to assign rights or benefits, nor does it impose unusual liabilities.","The clause explicitly states that the signing party (the guarantor) cannot delegate or assign their obligations, making the guaranty personal. This severely restricts the signing party's flexibility to transfer their obligations, which is a significant risk, especially in a guaranty context where the ability to offload liability might be desired. While the clause states it binds successors, this does not mitigate the inability to assign by the signing party.","This guaranty is personal to you and the obligations and duties imposed in it may not be delegated or assigned; provided, this guaranty shall be binding upon your successors, assigns, estates and personal representatives.",,
FLIP_022,HIGH_LOW_FLIP,Audit Rights,FIBROGENINC_10_01_2014-EX-10.11-COLLABORATION AGREEMENT,HIGH,LOW,0.9,0.9,"The clause imposes an absolute cap of a single inspection, which severely restricts the signing party's ability to verify ongoing compliance or detect recurring issues, creating significant exposure if the initial audit misses violations or if non-compliance occurs later.","From the perspective of the party being audited (the signing party), limiting inspections to a single occurrence is highly favorable, reducing the burden and disruption of repeated audits.",Any books of accounts or records shall not be inspected more than once.,,
FLIP_027,HIGH_LOW_FLIP,Audit Rights,PhasebioPharmaceuticalsInc_20200330_10-K_EX-10.21_12086810_EX-10.21_Development Agreement,LOW,HIGH,0.9,0.9,"The clause limits the interaction to a high-level meeting between executive officers rather than granting a broad right to audit books, records, or physical locations, thereby minimizing operational disruption and data exposure for the signing party.","This clause does not grant audit rights in the traditional sense (e.g., access to books, records, or physical locations). Instead, it mandates executive-level meetings to discuss financial condition and operations, which is a significantly weaker form of oversight for the signing party (PB). It provides no mechanism for independent verification or detailed examination of compliance, leaving PB vulnerable to relying solely on SFJ's representations without the ability to conduct a proper audit.","At least [***] during the Term, upon SFJ's request, Executive Officers of PB shall meet with Executive Officers of SFJ to review and discuss PB's financial condition and operations. [***].",,
FLIP_019,HIGH_LOW_FLIP,Audit Rights,BIOAMBERINC_04_10_2013-EX-10.34-DEVELOPMENT AGREEMENT (1),HIGH,LOW,0.9,0.9,"The clause grants the counterparty (Bioamber) an unrestricted right to audit the signing party's (Cargill) time sheets 'from time to time' without defining scope, frequency limits, notice periods, or confidentiality safeguards, creating significant operational burden and privacy exposure.","As the signing party (Cargill), this clause grants the counterparty (Bioamber) a limited audit right specifically for time sheets. This is a narrow scope and a common provision in contracts where services are billed based on time, allowing for verification of charges. It does not expose Cargill to broad audits of all books and records or physical locations, making it a manageable and standard audit right from Cargill's perspective.",Bioamber shall have the right to audit Cargill time sheets from time to time.,,
FLIP_026,HIGH_LOW_FLIP,Audit Rights,PaperexchangeComInc_20000322_S-1A_EX-10.4_5202103_EX-10.4_Co-Branding Agreement,HIGH,LOW,0.0,0.6,"The clause text is a fragment that cuts off mid-sentence, failing to specify which party holds the audit right, the scope of the audit, notice requirements, or confidentiality protections. This incompleteness creates significant legal uncertainty and potential for the signing party to be subjected to an undefined, one-sided audit obligation without standard safeguards.","The provided text is incomplete, but the fragment 'During the 18-month period following the payment' suggests a time-limited audit right, which is standard market practice. Assuming the full clause grants the signing party a reciprocal audit right, this would be a low risk. The fragment itself does not introduce any specific risk.","During the 18-month period following the payment by one party of any amount due under this Agreement to the other party, the party receiving",,
FLIP_020,HIGH_LOW_FLIP,Audit Rights,BIOPURECORP_06_30_1999-EX-10.13-AGENCY AGREEMENT,HIGH,LOW,0.0,0.4,"The text is a fragment that imposes an undefined financial burden ('sole expense') on the signing party (Agent) without specifying the scope, duration, or conditions of the restriction, creating significant and unquantifiable liability exposure.","This fragment does not contain any restrictive language regarding customer solicitation. It merely sets a condition for the Agent's actions, implying that any restrictions or permissions would be found in the 'Business Plan'. Without the content of the Business Plan, no direct risk can be assessed from this text alone, but the text itself is not a no-solicit clause.","Except as otherwise expressly provided in the Business Plan, the Agent will at its sole expense",,
FLIP_024,HIGH_LOW_FLIP,Audit Rights,MEDIWOUNDLTD_01_15_2014-EX-10.6-SUPPLY AGREEMENT,HIGH,LOW,0.9,0.9,"The clause grants the counterparty (MediWound) the right not only to inspect facilities but also to dictate specific remedial actions ('advise... on such actions to be taken'), creating a significant risk of operational interference and unilateral control over the signing party's business processes without clear limitations or a requirement for mutual agreement on the proposed actions.","The clause grants the signing party (MediWound) the right to audit the counterparty's (CBC's) facility to ensure compliance, which is a favorable provision for the signing party. This allows MediWound to monitor CBC's adherence to the contract terms.","For such purpose, and without derogating from other terms herein, CBC shall permit MediWound, and/or a consultant on MediWound's behalf, to access and inspect the CBC facility and advise MediWound and/or CBC on such actions to be taken for accomplishing such compliance.",,
FLIP_021,HIGH_LOW_FLIP,Audit Rights,CCAINDUSTRIESINC_04_14_2014-EX-10.1-OUTSOURCING AGREEMENT,HIGH,LOW,0.95,0.9,"The clause grants the Company an extremely broad right to access not only financial records but also physical properties, personnel, and all data files without any limiting scope (e.g., restricting audits to royalty calculations or specific compliance areas) or procedural safeguards (e.g., confidentiality obligations, cost reimbursement for excessive audits, or a cap on frequency). This creates a significant operational burden and potential exposure of sensitive trade secrets for the signing Contractor.","This clause grants the Company (the signing party's counterparty) broad audit rights, which is standard for a customer or licensee to ensure compliance. The 'reasonable advance notice' and 'normal business hours' limitations provide some protection against undue disruption for the Contractor (the signing party). While comprehensive, these rights are typical for ensuring contract adherence and are not unusually burdensome.","From time to time during the Term of this Agreement, upon reasonable advance notice, Contractor shall permit the Company and its agents, representatives, auditors and designees to visit, inspect and have full access, during normal business hours, to properties, assets, books, records, agreements, documents, data, files and personnel of Contractor.",,
FLIP_023,HIGH_LOW_FLIP,Audit Rights,"GSITECHNOLOGYINC_11_16_2009-EX-10.2-INTELLECTUAL PROPERTY AGREEMENT between SONY ELECTRONICS INC. and GSI TECHNOLOGY, INC.",HIGH,LOW,0.9,1.0,"The clause grants the drafter (SONY) the unilateral right to audit the signing party's (PURCHASER) core manufacturing and testing operations, which is a significant operational intrusion and liability exposure. Furthermore, the audit scope is limited only to products bearing a SONY marking, creating a risk that the drafter could claim a connection to any product to trigger an audit, while the signing party bears the burden of compliance and potential disruption without reciprocal rights.","The audit right is granted by the signing party (PURCHASER) to the counterparty (SONY), which is a risk in itself. However, the scope is limited to specific products ('SRAM Products that bear a marking which indicates a connection to SONY'), the purpose is limited ('determining the quality'), and it is subject to 'reasonable request' and SONY's execution of a 'standard PURCHASER confidentiality agreement'. These limitations and protections make the audit right manageable and standard for a party in PURCHASER's position.","PURCHASER allows SONY to audit PURCHASER's manufacture and testing of SRAM Products for purposes of  determining the quality of those SRAM Products that bear a marking which indicates a connection to SONY from time to time upon reasonable  request, subject to SONY's execution of a standard PURCHASER confidentiality agreement",,
FLIP_025,HIGH_LOW_FLIP,Audit Rights,"OAKTREECAPITALGROUP,LLC_03_02_2020-EX-10.8-Services Agreement",LOW,HIGH,0.95,1.0,"The clause imposes a standard record-keeping obligation aligned with legal requirements rather than granting the counterparty broad, intrusive audit rights or imposing excessive liability; it is a typical compliance provision for a service provider.","This clause only obligates the Sub-Advisor (the counterparty to the signing party) to maintain records, but it does not grant the signing party any right to audit those records. Without audit rights, the signing party cannot independently verify compliance, creating a significant risk of non-compliance going undetected.","The Sub-Advisor shall maintain proper and complete records relating to the services to be provided under this Agreement for such period of time as may be required under Applicable Law, including (as applicable, in respect of the relevant Discretionary Funds) records with respect to the acquisition, holding and disposal of securities on behalf of the Funds, details of all brokers used and the aggregate dollar amount of brokerage commission paid in that regard to each broker.",,
FLIP_034,HIGH_LOW_FLIP,Cap On Liability,CYBERIANOUTPOSTINC_07_09_1998-EX-10.13-PROMOTION AGREEMENT,HIGH,LOW,0.95,0.9,"The clause imposes an uncapped, broad indemnification obligation on CNET (the signing party) for third-party claims without any monetary cap, time limitation, or exclusions for the Company's own negligence or willful misconduct, creating unlimited financial exposure.","This clause is an indemnification provision where CNET (the counterparty) is indemnifying the Company (the signing party). It protects the Company from third-party claims arising from CNET's breaches or the operation of CNET Sites. This is favorable to the signing party as it shifts potential liability to the counterparty, and it does not contain any cap on CNET's liability to the Company, which is beneficial for the Company.","CNET shall indemnify and hold the Company           harmless from and against any costs, losses, liabilities and expenses,           including all court costs, reasonable expenses and reasonable           attorney's fees (collectively, ""Losses"") that the Company may suffer,           incur or be subjected to by reason of any legal action, proceeding,           arbitration or other claim by a third party, whether commenced or           threatened, arising out of or as a result of (a) any breach or alleged           breach by CNET of its representations, warranties or covenants           hereunder; or (b) the operation of the CNET Sites (except in cases           where the Company is required to indemnify CNET under the following           paragraph), including claims of infringement or misappropriation of           intellectual property rights.",,
FLIP_036,HIGH_LOW_FLIP,Cap On Liability,CoherusBiosciencesInc_20200227_10-K_EX-10.29_12021376_EX-10.29_Development Agreement,LOW,HIGH,0.95,1.0,"The clause imposes a mutual cap on liability for consequential and punitive damages, which is standard market practice and provides balanced protection for the signing party by limiting exposure to direct damages only.","The clause explicitly carves out breaches of confidentiality from the limitation on damages, meaning liability for such breaches is uncapped. Additionally, it states that the limitations do not apply to indemnification obligations, which could also lead to uncapped liability for the signing party if they are the indemnifying party. This creates significant, potentially unlimited, financial exposure for the signing party.","Except for a breach of Section 11 (""Confidentiality""), and without limiting a Party's indemnification obligations hereunder, in no event shall either Party be liable to the other Party in any manner for any special, non- compensatory, consequential, indirect, incidental, statutory or punitive damages of any kind, including lost profits and lost revenue, regardless of the form of action, whether in contract, tort, product liability or otherwise, even if informed of or aware of the possibility of any such damages in advance, except to the extent that such limitation of liability is contrary to the Applicable Law or any such special, non-compensatory, consequential, indirect, incidental, statutory or punitive damages have been awarded to a Third Party under a Third Party Claim.",,
FLIP_030,HIGH_LOW_FLIP,Cap On Liability,Apollo Endosurgery - Manufacturing and Supply Agreement,LOW,HIGH,0.0,1.0,"The clause excludes liability for consequential damages but preserves significant protections for the signing party through specific carve-outs for gross negligence, willful misconduct, and defined indemnity obligations, resulting in a balanced and standard commercial allocation of risk.","This clause carves out significant areas from the general limitation on consequential damages, including breaches of Article 9, indemnity liabilities under Article 8, and gross negligence or willful misconduct. For the signing party, this means that liability for these specific breaches or actions remains uncapped, potentially exposing them to substantial and unlimited consequential, indirect, special, incidental, or punitive damages. This creates a high risk due to the broad nature of the carve-outs, especially without knowing the content of Article 9 or Article 8, which could encompass critical obligations like IP or confidentiality, leading to disproportionate liability exposure.","EXCEPT FOR BREACHES OR VIOLATIONS OF ARTICLE 9, OR INDEMNITY LIABILITIES ARISING UNDER THIS ARTICLE 8, OR CASES OF GROSS NEGLIGENCE OR WILLFUL MISCONDUCT, IN NO EVENT SHALL EITHER PARTY BE LIABLE TO THE OTHER FOR ANY CONSEQUENTIAL, INDIRECT, SPECIAL, INCIDENTAL OR PUNITIVE DAMAGES INCLUDING LOSS OF USE, REVENUES OR PROFITS, INTERRUPTION OF BUSINESS OR CLAIMS AGAINST EITHER PARTY OR ITS CUSTOMERS BY ANY THIRD PARTY, WHETHER SUCH CLAIM IS BASED IN CONTRACT, TORT (INCLUDING NEGLIGENCE), STRICT LIABILITY OR OTHERWISE, EVEN IF THE PARTY IS ADVISED OF THE POSSIBILITY OF SUCH DAMAGES.",,
FLIP_039,HIGH_LOW_FLIP,Cap On Liability,ImpresseCorp_20000322_S-1A_EX-10.11_5199234_EX-10.11_Co-Branding Agreement,LOW,HIGH,0.85,0.9,"The clause text functions as a carve-out or exclusion rather than an imposition of uncapped liability, indicating that uncapped liability is limited to specific indemnification sections while the general liability framework likely remains capped or standard.","This clause explicitly carves out indemnification obligations from any general liability cap that might exist elsewhere in the contract. From the perspective of the signing party (VerticalNet, if this is a contract drafted by Impresse), this means their indemnification obligations under Section 9.5 are uncapped, exposing them to potentially unlimited liability for certain breaches. This is a significant risk.",Except for claims under Sections 9.4  [INDEMNIFICATION BY IMPRESSE] and 9.5  [INDEMNIFICATION BY VERTICALNET],,
FLIP_041,HIGH_LOW_FLIP,Cap On Liability,LeadersonlineInc_20000427_S-1A_EX-10.8_4991089_EX-10.8_Co-Branding Agreement,LOW,HIGH,0.95,1.0,"The clause establishes a mutual cap on consequential damages, which is standard market practice and balanced; it does not expose the signing party to uncapped liability for these specific types of damages, and the exceptions for representations, warranties, and indemnification are typical carve-outs that do not create disproportionate risk.","This clause explicitly carves out several types of breaches and indemnification obligations from the general exclusion of special, indirect, consequential, exemplary, or incidental damages. This means that for breaches of Article 9 (likely IP or confidentiality, given the common structure of contracts), certain representations and warranties, and specific indemnification obligations, the signing party's liability for these types of damages is uncapped. This creates significant potential for high financial exposure for the signing party.","EXCEPT IN CONNECTION WITH A BREACH BY EITHER PARTY OF ARTICLE 9 OR SECTION 10.1.4  [Representations and Warranties] (v) AND THE INDEMNIFICATION OBLIGATIONS OF LEADERSONLINE UNDER SECTION 11.4(i)(c)  [Indemnification by LeadersOnline] AND THE INDEMNIFICATION OBLIGATIONS OF VERTICALNET UNDER SECTION 11.5(i)(c)  [Indemnification by VerticalNet], NEITHER PARTY WILL BE LIABLE FOR ANY SPECIAL, INDIRECT, CONSEQUENTIAL, EXEMPLARY OR INCIDENTAL DAMAGES ARISING OUT OF OR RELATED TO THIS AGREEMENT, HOWEVER CAUSED AND UNDER ANY THEORY",,
